TF	target	weight	tf_expression	target_expression
TFCP2L1	ATP6V1F	113.10700881846611	130.0	563.0
RAX	PAX6	112.1436582022153	3394.0	5494.0
TFCP2L1	ATP6V0D1	109.24173599859886	130.0	70.0
TFAP2C	ZEB2	108.40599321811992	22320.0	8354.0
ESRRG	SLC26A4	108.00915573928984	162.0	52.0
SOX8	SNAI2	107.7835239542221	645.0	746.0
TP63	CLDN1	107.34005496854464	1886.0	586.0
OTX1	TCF7L1	105.18715419382642	6658.0	9686.0
CDX4	SP5	104.8758760179336	1483.0	5483.0
NEUROG1	CDKN1B	104.39838706296538	1623.0	5951.0
NEUROG1	ZC3H12C	104.19936356034832	1623.0	1499.0
GATA2	KRT12	103.65121350731174	28720.0	11262.0
NEUROG1	EBF3	103.20099673739738	1623.0	981.0
SOX9	SOX8	101.7542180353706	3115.0	645.0
INSM1	NEUROG1	101.45294064256127	1163.0	1623.0
GATA2	DLX3	99.91199713207696	28720.0	2850.0
TFAP2C	OLFM4	99.77470475368388	22320.0	33509.0
TFAP2C	SOX3	99.4966858288042	22320.0	11175.0
GATA2	PCDH7	99.19447644922433	28720.0	3807.0
EBF3	PRPH	98.55354933736058	981.0	1406.0
SOX9	C3	98.02790711266644	3115.0	10180.0
SP5	NGFR	97.37902779143118	5483.0	3279.0
SNAI2	MYC	97.35134770014848	746.0	3605.0
NEUROG1	ISL1	96.58414659164464	1623.0	588.0
NEUROG1	SRRM4	95.28076214246232	1623.0	1513.0
FOXI1	HAS1	95.14170492891714	5892.0	18646.0
PAX6	LHX2	94.90401469755436	5494.0	3132.0
GATA2	TFAP2C	94.71417855484576	28720.0	22320.0
TFCP2L1	NEURL1	94.4987819729485	130.0	157.0
TFCP2L1	CA12	93.36783688105191	130.0	324.0
GATA2	KLF4	93.0896368909612	28720.0	3984.0
GATA2	PTBP1	92.29702527881564	28720.0	12654.0
FOXA1	GJB1	90.6789351517446	883.0	4316.0
GATA2	KLF5	90.46088165796048	28720.0	2547.0
SOX9	MYC	90.1563668977219	3115.0	3605.0
GATA2	CTBS	89.9004365196485	28720.0	9190.0
ZIC1	ZIC2	89.8582659096053	8507.0	5071.0
TP63	S100A10	89.21549876932073	1886.0	3752.0
TFCP2L1	RNF128	88.18430874154907	130.0	443.0
ZIC2	ZIC1	87.88466281726973	5071.0	8507.0
GATA3	CTBS	87.26407532832387	3837.0	9190.0
TFCP2L1	GRHL3	87.15955817049786	130.0	2474.0
GATA3	TLL2	87.1546417637348	3837.0	9613.0
NEUROG1	TUBB2B	86.6350101542248	1623.0	1091.0
TFAP2A	ZEB2	85.71533486686376	14352.0	8354.0
TP63	TLL2	85.6775052441673	1886.0	9613.0
POU4F3	VXN	85.64082982175367	323.0	286.0
NEUROG1	CELF3	85.47736170418695	1623.0	1927.0
OTX1	LHX5	84.97945881169876	6658.0	4263.0
LHX2	EFNB2	84.7469425648601	3132.0	3021.0
GATA2	ZEB2	84.54116187390629	28720.0	8354.0
SNAI2	PCDH8	84.38866587615074	746.0	350.0
ZEB2	OLFM4	84.23336643369058	8354.0	33509.0
ZEB2	ELAVL3	84.1281742328715	8354.0	9843.0
GATA2	CRABP2	83.88358522270612	28720.0	6605.0
PAX8	C9	83.83899010297472	691.0	4994.0
TFCP2L1	GRHL1	83.39492262518696	130.0	1391.0
TFCP2L1	FBP1	83.33437227955832	130.0	627.0
ZEB2	GATA2	82.62363370458641	8354.0	28720.0
TFAP2C	SALL2	82.04870107496288	22320.0	4815.0
GATA2	DSP	81.9963328231117	28720.0	7404.0
GATA2	TFAP2A	81.86399375995764	28720.0	14352.0
TFAP2C	AHNAK	81.65840510988944	22320.0	18230.0
GATA2	GRHL3	81.59955568309314	28720.0	2474.0
GATA2	ZIC2	81.57361666100007	28720.0	5071.0
SOX8	SOX9	81.52499055212049	645.0	3115.0
TFCP2L1	ANXA11	81.2471055470842	130.0	248.0
GATA2	PMM1	81.08522377418551	28720.0	5103.0
NEUROG1	DBN1	80.65313590396518	1623.0	1274.0
ZEB2	TFAP2A	80.54942963444128	8354.0	14352.0
GATA2	SOX11	80.37609933039447	28720.0	16952.0
GATA3	AHNAK	80.31432058601858	3837.0	18230.0
SIX1	PAX8	80.02430286573221	672.0	691.0
TP63	MYH9	79.98207899718328	1886.0	3767.0
POU3F1	NOVA2	79.80299482355926	603.0	827.0
SOX9	PAX8	79.31180779061398	3115.0	691.0
OTX1	SHISA2	78.97576414430509	6658.0	5551.0
GATA2	GMNN	78.45713344795132	28720.0	8296.0
TP63	AHNAK	78.41597691000364	1886.0	18230.0
NKX6-2	ZC4H2	78.3601850287667	491.0	2318.0
TCF7L1	OTX1	78.23051083153095	9686.0	6658.0
TFCP2L1	GRASP	78.22072275053993	130.0	372.0
ZEB2	PDK1	78.07054369680911	8354.0	4482.0
OTX2	TCF7L1	77.81941689451756	3804.0	9686.0
ZEB2	TFAP2C	77.72075781708486	8354.0	22320.0
NR6A1	MKRN1	77.54289957676713	21265.0	12034.0
TFCP2L1	RNASEK	77.02700083548089	130.0	508.0
TP63	S100A11	76.57593017426242	1886.0	2541.0
GATA2	HIC2	76.43431847829119	28720.0	15447.0
PAX6	RAX	76.2394479152198	5494.0	3394.0
GATA2	CYP2F1	76.0789137556669	28720.0	2759.0
TFAP2C	GATA2	75.99068430577775	22320.0	28720.0
GATA2	CAPN8	75.95651243480945	28720.0	3288.0
TFCP2L1	NUPR1	75.83946399757194	130.0	785.0
SOX9	HES1	75.29448380920809	3115.0	7413.0
PAX6	POU5F1	75.23376713513782	5494.0	13545.0
GATA3	TRIL	75.03373608398472	3837.0	1465.0
TFCP2L1	RIPPLY3	75.0009175309	130.0	183.0
SNAI2	HES1	74.9351473220127	746.0	7413.0
PAX6	CSGALNACT2	74.76631179234636	5494.0	1240.0
ZEB2	AKAP12	74.3197063701544	8354.0	14425.0
GATA2	S100A10	74.13871624936998	28720.0	3752.0
GATA2	CDH1	74.13324059903124	28720.0	4348.0
ZIC1	GMNN	74.06170040669363	8507.0	8296.0
SNAI2	C3	73.88968791789075	746.0	10180.0
EBF3	NEUROG1	73.19620297143169	981.0	1623.0
GATA2	TET3	73.16127734992938	28720.0	5401.0
TP63	DAPK2	72.88149560595454	1886.0	1811.0
NEUROG1	VXN	72.69415461746706	1623.0	286.0
POU5F1	SP5	72.67361088906671	13545.0	5483.0
ISL1	NEUROG1	72.44515369183021	588.0	1623.0
OTX1	MEIS2	72.13220118879048	6658.0	3704.0
ESRRG	TECPR1	70.96788469939689	162.0	94.0
SOX8	PCDH8	70.90797354856844	645.0	350.0
SP5	POU5F1	70.90276102589716	5483.0	13545.0
GATA2	ANXA4	70.81869748122439	28720.0	3093.0
TFCP2L1	FER1L4	70.74297514983299	130.0	237.0
TFCP2L1	DAPK2	70.59318658655533	130.0	1811.0
TFCP2L1	DMXL1	70.53857945330545	130.0	116.0
FOXI1	SRSF7	70.06697440111901	5892.0	24292.0
GATA3	OLFM4	70.0367870349816	3837.0	33509.0
ESRRG	RCAN1	69.97216593137333	162.0	670.0
NR6A1	SRSF7	69.86777447645822	21265.0	24292.0
TP63	TRIM29	69.78110119574097	1886.0	1933.0
PAX6	HESX1	69.55832378695354	5494.0	2358.0
GATA2	TACSTD2	69.41515893248612	28720.0	18926.0
GATA2	ACTN1	69.33230548823134	28720.0	4640.0
ZIC1	GATA2	69.20227518453132	8507.0	28720.0
SALL2	MSI1	69.17992688813209	4815.0	8707.0
GATA2	TBX3	69.11702227169165	28720.0	768.0
GRHL3	KLF5	68.9400779980948	2474.0	2547.0
LHX2	ZBTB16	68.80091879706416	3132.0	1513.0
TFCP2L1	GOLM1	68.24766286465805	130.0	142.0
ZIC3	GATA2	68.21256445995147	11178.0	28720.0
TFCP2L1	CD164	68.14854909147617	130.0	1144.0
NEUROG1	HIST2H2AB	68.1249031132162	1623.0	33888.0
NR6A1	ZNF706	67.54249964456557	21265.0	6654.0
GATA2	CALR	67.14712300393509	28720.0	19237.0
ESRRG	ATP6V1B2	67.0276224167422	162.0	495.0
SOX9	LMX1B	67.02484636828419	3115.0	807.0
FOXA2	LEFTY2	66.98830217412696	925.0	249.0
LHX2	PDP2	66.90792808211037	3132.0	882.0
NR6A1	HAS1	66.84758463226638	21265.0	18646.0
TP63	TBX3	66.64084828617197	1886.0	768.0
TP63	NECTIN1	66.63389043928059	1886.0	2650.0
GATA2	KRT18	66.58039091245685	28720.0	11382.0
ZEB2	ZC4H2	66.36506030087567	8354.0	2318.0
GATA2	SPTLC3	66.2659792151507	28720.0	1392.0
GATA2	TRIM29	66.24618569270382	28720.0	1933.0
TFAP2C	HIC2	66.10890277585405	22320.0	15447.0
FOXI1	NR6A1	65.89185945167243	5892.0	21265.0
GATA2	SOX3	64.97064670362597	28720.0	11175.0
TFCP2L1	GADD45G	64.8619444250219	130.0	1930.0
GATA2	ROR2	64.63376832361226	28720.0	3706.0
TFCP2L1	DEGS2	64.16653784961957	130.0	72.0
TP63	CLCA4	64.10438899405406	1886.0	4326.0
SALL2	TET3	64.09382357139484	4815.0	5401.0
TBX6	FBXW7	64.08456963115418	633.0	603.0
GATA2	EPPK1	64.07003472961173	28720.0	2936.0
TFAP2A	GATA2	63.592385255022585	14352.0	28720.0
LHX5	MKRN1	63.5870083899	4263.0	12034.0
SOX9	CFH	63.474540689512885	3115.0	9535.0
PAX6	ZBTB16	63.01883222431999	5494.0	1513.0
TP63	ANXA2	62.835504198837015	1886.0	2758.0
GATA3	UGDH	62.82282559605132	3837.0	6447.0
ZEB2	RGMA	62.73768676913127	8354.0	8908.0
GATA2	HAS1	62.60603951864488	28720.0	18646.0
PITX1	CLCA4	62.400780121659054	492.0	4326.0
TP63	TRIL	62.21616119759615	1886.0	1465.0
ESRRG	ATP6V0D1	62.15178961893406	162.0	70.0
FOXI1	KLF4	61.969042653088565	5892.0	3984.0
TP63	PCDH7	61.91253209927432	1886.0	3807.0
POU4F3	NEUROG1	61.84998992699271	323.0	1623.0
ZEB2	HAS1	61.69581122192075	8354.0	18646.0
TP63	CDH1	61.429034178932135	1886.0	4348.0
GATA4	CNDP2	61.40599556593569	498.0	2031.0
PAX8	SIX1	61.34263188711392	691.0	672.0
NEUROG1	HK1	61.18446386893577	1623.0	508.0
PAX6	SALL2	61.17016517264145	5494.0	4815.0
RAX	HES3	60.94700641053037	3394.0	693.0
SOX3	TFAP2C	60.26510513567048	11175.0	22320.0
TFCP2L1	NCOA1	60.13285628641732	130.0	176.0
GATA3	ID2	60.110780335228505	3837.0	3442.0
SOX17	FBXW7	60.08608555084274	340.0	603.0
SOX9	PAX3	59.91494299048527	3115.0	1540.0
POU3F1	NES	59.91217175569094	603.0	636.0
GATA2	TRIL	59.42350992117064	28720.0	1465.0
SNAI2	CLDN6	59.241427512725664	746.0	73839.0
SOX9	C9	59.06067872968579	3115.0	4994.0
GATA2	EIF1B	58.9930849223331	28720.0	9564.0
GATA2	SSR3	58.95815674902092	28720.0	18825.0
GATA3	PCDH7	58.86202599823864	3837.0	3807.0
LHX5	BMP7	58.77220406676571	4263.0	4726.0
RAX	EFNB2	58.76189861574922	3394.0	3021.0
ESRRG	ATP6V1F	58.6861020743188	162.0	563.0
NEUROG1	POU4F3	58.56971951315741	1623.0	323.0
ZEB2	TET3	58.39704534908589	8354.0	5401.0
TFCP2L1	GPRC5C	58.29769352638437	130.0	89.0
EBF3	CD48	58.25235033883973	981.0	285.0
TCF7L1	OTX2	58.234967628220765	9686.0	3804.0
ZEB2	FOXD3	58.23342030023995	8354.0	1350.0
TFAP2C	KRT19	58.16286766678841	22320.0	18053.0
TP63	ACTN1	58.0562845096266	1886.0	4640.0
TFCP2L1	MGAT4C	58.05571796026239	130.0	107.0
LHX2	CSGALNACT2	58.007296179169686	3132.0	1240.0
NKX6-2	NOVA2	57.96324789218559	491.0	827.0
NR6A1	LRWD1	57.88666430905692	21265.0	5664.0
HESX1	TCF7L1	57.76104783193398	2358.0	9686.0
SOX8	MYC	57.732336649431815	645.0	3605.0
TFAP2C	PDK1	57.67287291445455	22320.0	4482.0
ZEB2	ATP2A2	57.496408954728736	8354.0	16828.0
ZIC1	LHX5	57.44566079042019	8507.0	4263.0
TFCP2L1	CERS5	57.28869661671449	130.0	979.0
TFAP2C	ZC4H2	57.08726213955524	22320.0	2318.0
LHX2	RRM2	56.94355021784743	3132.0	13751.0
SOX17	IL4I1	56.76455822065977	340.0	580.0
PITX1	BTG1	56.75747023256756	492.0	14490.0
SALL2	TFAP2C	56.738714480387536	4815.0	22320.0
CDX4	PYGB	56.72747406071844	1483.0	1383.0
TFAP2A	FOXI1	56.505657307088455	14352.0	5892.0
GATA2	MKL1	56.43709884472716	28720.0	1823.0
FOXI1	BMP7	56.26367563877556	5892.0	4726.0
GATA3	S100A10	56.22110026158857	3837.0	3752.0
ZEB2	KRT19	56.15207658286321	8354.0	18053.0
ZEB2	SALL4	56.04446315404781	8354.0	13454.0
LHX2	NR2F2	55.91325187302442	3132.0	825.0
ZEB2	ROR2	55.78891447779597	8354.0	3706.0
GATA3	KRT19	55.67622860295942	3837.0	18053.0
LHX2	HS3ST3B1	55.66759414504689	3132.0	1810.0
MEIS2	FGF3	55.6283213259595	3704.0	264.0
RAX	PDP2	55.556972715357794	3394.0	882.0
ZBTB16	NR2F2	55.556256091770805	1513.0	825.0
TCF7L1	AXIN2	55.53917098118209	9686.0	16264.0
GATA2	CMIP	55.43838143665037	28720.0	1797.0
TFCP2L1	ZBTB18	55.37249113766384	130.0	609.0
KLF5	GRHL3	55.32600396792491	2547.0	2474.0
ZEB2	SOX11	55.265033589986366	8354.0	16952.0
NR2F2	ZBTB16	55.26145392217136	825.0	1513.0
ZEB2	ESRP1	55.19752392935596	8354.0	6098.0
TFCP2L1	CLPTM1	55.15838399121096	130.0	4334.0
GATA2	CNDP1	54.98666556465593	28720.0	1529.0
GATA2	ABO	54.81928069443271	28720.0	1165.0
GATA2	RREB1	54.78484454785168	28720.0	1918.0
MYC	SNAI2	54.75562827859626	3605.0	746.0
NR6A1	CADM1	54.67295920865441	21265.0	21334.0
GATA2	DAPK2	54.61270044504109	28720.0	1811.0
TP63	OLFM4	54.59530435744629	1886.0	33509.0
SOX8	C9	54.55468138639491	645.0	4994.0
TP63	TAGLN2	54.47567275214397	1886.0	18980.0
TFCP2L1	DSP	54.39363549139469	130.0	7404.0
ZEB2	GFPT1	54.36881439546542	8354.0	7467.0
GATA4	TBX6	54.25167823436125	498.0	633.0
HESX1	OTX1	54.17943351683236	2358.0	6658.0
RAX	HESX1	54.13686646671293	3394.0	2358.0
TFAP2C	DSP	54.078119662965015	22320.0	7404.0
GATA2	MYH9	54.07596180688472	28720.0	3767.0
SP5	PRICKLE1	53.94809981570127	5483.0	864.0
SOX17	CHP1	53.93859081762701	340.0	1340.0
TP63	PMM1	53.59903073168874	1886.0	5103.0
NR6A1	SERBP1	53.594604603187726	21265.0	30651.0
NEUROG1	NOTCH1	53.49580473367753	1623.0	6513.0
HMGB1	HNRNPK	53.45976607359493	38248.0	52217.0
NR6A1	TAGLN2	53.39274944894629	21265.0	18980.0
ESRRG	CA12	53.37973062809465	162.0	324.0
GATA2	PAX3	53.36937178853462	28720.0	1540.0
GATA2	TSPO	53.33419383272096	28720.0	2490.0
SALL2	AKAP12	53.26558407445286	4815.0	14425.0
LHX2	PCNA	53.23549544127509	3132.0	14354.0
GATA3	CDH1	53.154712702914864	3837.0	4348.0
GATA2	ELAVL3	53.072434797658005	28720.0	9843.0
GATA3	ESRP1	53.01760718128859	3837.0	6098.0
SP5	AXIN2	52.97047021061768	5483.0	16264.0
TP63	MYL9	52.90497413911535	1886.0	437.0
GATA2	SEC61A1	52.79119767997933	28720.0	17563.0
OTX1	CRABP2	52.763897168981885	6658.0	6605.0
GATA2	FLNA	52.75946703191492	28720.0	4745.0
FOXI1	SRSF5	52.69802507422076	5892.0	35190.0
TP63	ACTB	52.69192897265497	1886.0	22485.0
ZEB2	CEP131	52.66154399979733	8354.0	2169.0
TFAP2C	ESRP1	52.64407098445354	22320.0	6098.0
TBX3	TP63	52.5245726835643	768.0	1886.0
LHX2	GLDC	52.44553810121614	3132.0	3303.0
GRHL3	SLC16A3	52.43793749345282	2474.0	4610.0
FOXA1	KRT15	52.32408382212523	883.0	3040.0
HMGB1	HAS1	52.29991619047844	38248.0	18646.0
TFCP2L1	RASSF8	52.28577292297646	130.0	187.0
NKX6-2	PTCH1	52.273195086603245	491.0	1439.0
TFAP2A	KLF4	52.17467020371853	14352.0	3984.0
GATA4	GATA6	52.15450874162202	498.0	526.0
LHX5	OTX1	52.105378449197744	4263.0	6658.0
TFAP2C	PCNA	52.04544149745137	22320.0	14354.0
TFCP2L1	GFOD1	51.92687126643253	130.0	51.0
POU5F1	CFH	51.84439050067291	13545.0	9535.0
INSM1	CDKN1B	51.7653278335583	1163.0	5951.0
MYC	SOX8	51.765036037951326	3605.0	645.0
SOX9	NID2	51.751004231893525	3115.0	4650.0
GATA6	FBXW7	51.7012982540634	526.0	603.0
KLF4	FOXI1	51.628323377425644	3984.0	5892.0
ZEB2	KLF4	51.40024051691464	8354.0	3984.0
GATA3	ANXA2	51.36682641276766	3837.0	2758.0
ZIC3	ZIC2	51.31921359510169	11178.0	5071.0
SOX9	EGFLAM	51.31777920079288	3115.0	731.0
TFCP2L1	ARRDC3	51.23266618590446	130.0	1373.0
LHX2	FOXD1	51.17477094298287	3132.0	660.0
GATA2	HNRNPDL	51.173278110496085	28720.0	61430.0
ZIC3	FOXD3	51.018214268652535	11178.0	1350.0
LHX5	AHNAK	50.743850222104136	4263.0	18230.0
NEUROG1	PHF21B	50.53729020418768	1623.0	2883.0
POU3F1	VIM	50.4143814014888	603.0	1071.0
ZIC3	GMNN	50.40739094318523	11178.0	8296.0
GATA3	ACTN1	50.37217089969643	3837.0	4640.0
ZEB2	ZMIZ1	50.2714005629032	8354.0	6434.0
NKX6-2	POU3F1	50.14119482002912	491.0	603.0
TFAP2C	RRM2	50.08056273170837	22320.0	13751.0
GATA2	MEX3B	50.07305426404	28720.0	3722.0
POU4F3	ISL1	49.98641784671638	323.0	588.0
LHX2	MCM6	49.76230378139313	3132.0	4261.0
GATA2	RGMA	49.73931009951386	28720.0	8908.0
SALL2	ALCAM	49.690156316679456	4815.0	4661.0
TP63	SLIT2	49.66909498316357	1886.0	558.0
SALL2	ZEB2	49.64954740717922	4815.0	8354.0
TFAP2C	CALR	49.6489581506652	22320.0	19237.0
LHX2	SALL2	49.569390124308846	3132.0	4815.0
TP63	FERMT1	49.45411757306748	1886.0	360.0
INSM1	VXN	49.405943635394266	1163.0	286.0
CDX4	PRICKLE1	49.38340709612859	1483.0	864.0
GATA3	GBX2	49.37986083496392	3837.0	1699.0
TFCP2L1	UGCG	49.33141877433482	130.0	325.0
TFAP2A	SALL2	49.32888140936993	14352.0	4815.0
SALL2	RRM2	49.30464727741671	4815.0	13751.0
TFAP2C	FOXD3	49.2922175178765	22320.0	1350.0
SALL2	TFAP2A	49.29042922549543	4815.0	14352.0
GATA4	FBXW7	49.27924119416645	498.0	603.0
GATA2	IQGAP1	49.05866239265314	28720.0	2166.0
SALL2	PAX6	48.98778898515554	4815.0	5494.0
FOXI1	C3	48.95812025102367	5892.0	10180.0
NEUROG1	NFE2L3	48.94329583482386	1623.0	772.0
SALL2	FOXD1	48.85116799984922	4815.0	660.0
TP63	LAMA5	48.84228108579748	1886.0	1681.0
TCF7L1	MEIS2	48.820268185878106	9686.0	3704.0
ESRRG	CLDN4	48.82014180402632	162.0	1238.0
DLX3	GATA2	48.81301002790667	2850.0	28720.0
GATA2	KIAA0232	48.80360741813687	28720.0	4015.0
RAX	CPN1	48.74579173597718	3394.0	587.0
GRHL3	TFCP2L1	48.73485141209478	2474.0	130.0
TP63	TSPO	48.673146629198015	1886.0	2490.0
ZEB2	IRX3	48.66358304843183	8354.0	1209.0
GATA2	SPINT1	48.58261068200324	28720.0	2375.0
GATA6	GATA4	48.52077081103307	526.0	498.0
INSM1	GADD45G	48.3131141574106	1163.0	1930.0
GATA2	NECTIN1	48.30973574716173	28720.0	2650.0
ZIC3	OLFM4	48.30866027452431	11178.0	33509.0
GRHL3	GATA2	48.28591077693537	2474.0	28720.0
SALL2	NCAM1	48.24867472927023	4815.0	2151.0
OTX2	LHX5	48.16946879239484	3804.0	4263.0
SALL2	LRP2	48.153481684867735	4815.0	1022.0
ESRRG	ATP6AP1	48.13752511861684	162.0	95.0
ZIC2	ZIC3	48.042452634415085	5071.0	11178.0
ZBTB16	PAX6	48.0294040592081	1513.0	5494.0
TBX3	VASN	47.97786312772267	768.0	259.0
GRHL3	BMP7	47.93537387124773	2474.0	4726.0
GATA2	OTX1	47.80713925842331	28720.0	6658.0
ZEB2	SALL2	47.79189803544543	8354.0	4815.0
TFCP2L1	LPCAT4	47.75026364229648	130.0	390.0
OTX1	HESX1	47.74599621877265	6658.0	2358.0
ESRRG	CPEB2	47.6576523822428	162.0	907.0
LHX2	TACC1	47.63815939126673	3132.0	656.0
GATA2	GRHL1	47.52829056714644	28720.0	1391.0
PAX6	HAS1	47.41817414713477	5494.0	18646.0
INSM1	DLL1	47.35923241591565	1163.0	1431.0
GRHL1	TFCP2L1	47.31652854108809	1391.0	130.0
GATA2	LIMA1	47.3018865100248	28720.0	6934.0
TFCP2L1	PPARGC1A	47.26150364369741	130.0	134.0
PAX6	CFH	47.2128098723293	5494.0	9535.0
TFCP2L1	TRIM29	47.057593817269705	130.0	1933.0
TP63	MKL1	47.01981326729864	1886.0	1823.0
TFCP2L1	DUSP1	47.00415403322267	130.0	708.0
NKX6-1	NKX6-2	46.95422908440555	124.0	491.0
NEUROG1	LRRN1	46.95117617264425	1623.0	1850.0
ZEB2	SP5	46.88956085936623	8354.0	5483.0
GATA2	ANXA2	46.8726646652019	28720.0	2758.0
TFCP2L1	ATP6V1D	46.85739799179412	130.0	342.0
TP63	FBLIM1	46.84025594463549	1886.0	1078.0
HESX1	AXIN2	46.72306463394348	2358.0	16264.0
LHX5	SRSF7	46.62308681920708	4263.0	24292.0
SOX3	SOX11	46.61322270651241	11175.0	16952.0
TP63	EPPK1	46.51985139577591	1886.0	2936.0
TFAP2A	OLFM4	46.49427014235081	14352.0	33509.0
ISL1	POU4F3	46.45123838758278	588.0	323.0
TFAP2C	PMM1	46.29917873982544	22320.0	5103.0
FOXA1	ATP1A1	46.23760350883061	883.0	11377.0
TP63	PFN1	46.23706204544946	1886.0	36764.0
TFAP2C	RGMA	46.23056887475988	22320.0	8908.0
ZIC3	HTRA1	46.22294886765746	11178.0	2383.0
TFCP2L1	CLIP2	46.115079456332246	130.0	212.0
NEUROG1	RAB3A	46.10578662100581	1623.0	583.0
FOXI1	MKRN1	46.09214406297104	5892.0	12034.0
TFCP2L1	TSPO	46.08330538056107	130.0	2490.0
TFAP2C	SOX11	46.0666656485247	22320.0	16952.0
LHX2	FOXG1	46.05258974742364	3132.0	369.0
EBF3	HK1	45.98604573106241	981.0	508.0
ZEB2	KRT8	45.920059918436166	8354.0	26617.0
SNAI2	CFH	45.90754927131229	746.0	9535.0
GATA2	BTG1	45.79380188737262	28720.0	14490.0
GATA2	PCNA	45.72110841415185	28720.0	14354.0
NR6A1	BMP7	45.71213338440506	21265.0	4726.0
ESRRG	SLC16A3	45.70124588756939	162.0	4610.0
TFAP2C	TET3	45.68468254316507	22320.0	5401.0
ESRRG	DEGS2	45.650941745706135	162.0	72.0
TFCP2L1	RGL1	45.64185269917551	130.0	344.0
SNAI2	C9	45.63351669695457	746.0	4994.0
NR6A1	HNRNPK	45.51344471746457	21265.0	52217.0
TP63	KRT18	45.41394697090761	1886.0	11382.0
SOX11	KRT18	45.352559856551565	16952.0	11382.0
GATA3	MYH9	45.34451591193156	3837.0	3767.0
LHX5	HAS1	45.24350496835798	4263.0	18646.0
PAX6	HS3ST3B1	45.209642809456994	5494.0	1810.0
ZEB2	VCAN	45.132591852336354	8354.0	801.0
KLF5	FOXI1	45.07497542937402	2547.0	5892.0
ZEB2	TACSTD2	45.07195496878544	8354.0	18926.0
LHX2	CTTNBP2	45.04090887653201	3132.0	1302.0
GATA3	TP63	45.01993911564551	3837.0	1886.0
SNAI2	PDGFRA	45.008628260142615	746.0	165.0
ZEB2	ZIC3	44.94139597108079	8354.0	11178.0
SALL2	PTCH1	44.93463910690384	4815.0	1439.0
ZEB2	CADM1	44.93415071042464	8354.0	21334.0
GATA4	IL4I1	44.89266644862472	498.0	580.0
TP63	MAPK12	44.87972136718097	1886.0	918.0
TFAP2C	PCDH7	44.84090797784541	22320.0	3807.0
HES1	C3	44.798847568063536	7413.0	10180.0
RAX	AXIN2	44.780518229095314	3394.0	16264.0
