TF	target	target_in_MO	GRNboost2_weight	MO_log2FC	MO_abs_diff	MO_change
ZIC1	SSR4		7.555097434702327			
ZIC1	CCT3		7.496001292237042			
ZIC1	KNOP1	knop1.l	7.4796185042004515	0.0112426953072528	8.5	not changed
ZIC1	AKT1S1	akt1s1.l	7.469371099668124	-0.8444277298199089	554.5	not changed
ZIC1	AKT1S1	akt1s1.s	7.469371099668124	-1.3860770728616438	543.0	decreased
ZIC1	ALYREF	alyref.l	7.46364754054114	-0.434078695306002	2094.0	not changed
ZIC1	GNAI1	gnai1.l	7.446898545658945	-0.7483422527523589	687.0	not changed
ZIC1	GNAI1	gnai1.s	7.446898545658945	-0.180670692879287	115.0	not changed
ZIC1	SNAI2		7.397564229839326			
ZIC1	PLXNB1	plxnb1.l	7.392994274312664	-0.1045305834713068	39.0	not changed
ZIC1	PLXNB1	plxnb1.s	7.392994274312664	-0.1111272394502431	111.5	not changed
ZIC1	OTUD6B	otud6b.l	7.375106450374226	0.4564574266588245	115.0	not changed
ZIC1	OTUD6B	otud6b.s	7.375106450374226	-0.1480986389891339	6.0	not changed
ZIC1	SF3B5	sf3b5.s	7.366121906486691	-0.9922252286524024	2991.0	decreased
ZIC1	GNG5	gng5.l	7.32005047505323	-0.1309833410912643	262.5	not changed
ZIC1	GNG5	gng5.s	7.32005047505323	-0.1652389206017441	237.0	not changed
ZIC1	RBM14	rbm14.l	7.173272618009519	-0.9580665666381292	1324.5	decreased
ZIC1	RBM14	rbm14.s	7.173272618009519	-0.4736334755154067	1582.0	not changed
ZIC1	MPC1	mpc1.l	7.163416119750536	-1.4475954601122236	913.0	decreased
ZIC1	MPC1	mpc1.s	7.163416119750536	-0.7630494829733825	405.0	not changed
ZIC1	ENY2	eny2.l	7.148817259931261	0.5527221637209483	84.5	not changed
ZIC1	ENY2	eny2.s	7.148817259931261	0.1306452638455293	129.0	not changed
ZIC1	HNRNPK		7.124000416775503			
ZIC1	AKR7A2	akr7a2.l	7.122705735797323	-0.1146425659411226	5.5	not changed
ZIC1	AKR7A2	akr7a2.s	7.122705735797323	0.0	0.0	not changed
ZIC1	KIRREL1		7.10803289134815			
ZIC1	SRSF10		7.105546826208068			
ZIC1	RND1	rnd1.l	7.03854442824503	0.1743508200818009	255.5	not changed
ZIC1	RND1	rnd1.s	7.03854442824503	0.2875523248372008	237.0	not changed
ZIC1	DISP1	disp1.l	7.037502602209337	0.69507225763884	359.0	not changed
ZIC1	DISP1	disp1.s	7.037502602209337	0.091289296862293	34.0	not changed
ZIC1	CPSF6	cpsf6.l	7.004973580576031	-1.025943267252282	1156.5	decreased
ZIC1	CPSF6	cpsf6.s	7.004973580576031	-1.0219465266943502	706.0	decreased
ZIC1	ABCF1		6.993142800477735			
ZIC1	SEPT10	sept10.l	6.954678825030659	-0.2541213499919778	172.0	not changed
ZIC1	SEPT10	sept10.s	6.954678825030659	-0.4594316186372972	33.0	not changed
ZIC1	EXOSC7		6.950631076310964			
ZIC1	DPY30	dpy30.s	6.945103422258208	-0.3653140320489715	185.0	not changed
ZIC1	DPY30	dpy30.l	6.945103422258208	-0.024662054234269	12.0	not changed
ZIC1	ATP5J	atp5j.l	6.880504432547199	1.387330570109002	111.5	not changed
ZIC1	ATP5J	atp5j.s	6.880504432547199	0.8681553439839389	189.0	not changed
ZIC1	CFB		6.880302931778932			
ZIC1	FAU		6.832474628032728			
ZIC1	RACK1		6.827383194667315			
ZIC1	MARCKSL1	marcksl1.l	6.816291243411103	0.2191685204621615	294.0	not changed
ZIC1	MARCKSL1	marcksl1.s	6.816291243411103	-0.5460957123098978	1142.5	decreased
ZIC1	CCND1	ccnd1.l	6.804423395441671	-0.3233613148703477	227.5	not changed
ZIC1	CCND1	ccnd1.s	6.804423395441671	-0.3890422907458992	39.0	not changed
ZIC1	TRMT6	trmt6.l	6.782604509131802	-0.1342413515496374	78.5	not changed
ZIC1	TRMT6	trmt6.s	6.782604509131802	-0.3385587694314832	255.5	not changed
ZIC1	PTK2		6.734640490018453			
ZIC1	CSNK1A1		6.724000971963979			
ZIC1	ZNF326	znf326.l	6.721155010813577	-0.4970267127375822	1281.0	not changed
ZIC1	ZNF326	znf326.s	6.721155010813577	-0.5072302748071312	4705.5	decreased
ZIC1	RHOV	rhov.l	6.658743577618432	-0.905956510084862	540.0	not changed
ZIC1	RHOV	rhov.s	6.658743577618432	-1.7853659182845465	104.0	decreased
ZIC1	MAGOH	magoh.s	6.635473689827077	-0.1897150213723181	355.0	not changed
ZIC1	FIGN		6.630026135162657			
ZIC1	NUTF2	nutf2.l	6.611566329419055	-0.1860336245749324	111.0	not changed
ZIC1	NUTF2	nutf2.s	6.611566329419055	-0.5443205162238103	451.0	not changed
ZIC1	ESF1	esf1.l	6.476891794947891	-1.1379782593300949	1492.5	decreased
ZIC1	SLC25A3	slc25a3.l	6.4668570340811815	-0.1000604981300793	289.5	not changed
ZIC1	SLC25A3	slc25a3.s	6.4668570340811815	-0.2072433030519174	440.5	not changed
ZIC1	GTPBP4		6.449516065847453			
ZIC1	PLOD3	plod3.l	6.444815889446768	0.3835727297375019	90.0	not changed
ZIC1	TPBG		6.398665180382559			
ZIC1	TUBA4A	tuba4a.l	6.385898425915714	0.3026986234073097	100.5	not changed
ZIC1	TUBA4A	tuba4a.s	6.385898425915714	-0.1257689309320005	23.0	not changed
ZIC1	ZIC5	zic5.l	6.322765822833199	0.4043672068076673	225.0	not changed
ZIC1	ZIC5	zic5.s	6.322765822833199	0.5965765953296763	264.0	not changed
ZIC1	ZIC4	zic4.l	6.1321154116544	1.325359000287636	126.5	not changed
ZIC1	ZIC4	zic4.s	6.1321154116544	0.0126831150118346	2.0	not changed
ZIC1	HNRNPC		6.054545576114609			
ZIC1	GNL2	gnl2.l	5.984210083537384	-0.6628869034477385	1984.5	decreased
ZIC1	HNRNPM		5.7867185775062			
ZIC1	ZNHIT6		5.746382308421854			
ZIC1	FAM32A	fam32a.l	5.744915090918279	-0.3707851084780409	268.0	not changed
ZIC1	TOX	tox.s	5.685251249386402	-1.5615035278971674	121.0	decreased
ZIC1	TOX	tox.l	5.685251249386402	-1.1117404276848533	328.0	not changed
ZIC1	SNRNP70	snrnp70.l	5.6722003972666535	-1.0382543627344385	7372.5	decreased
ZIC1	SNRNP70	snrnp70.s	5.6722003972666535	-0.6160667591104745	3593.0	decreased
ZIC1	TMEM116	tmem116.l	5.646108312687267	1.1805722456418208	28.5	not changed
ZIC1	TMEM116	tmem116.s	5.646108312687267	0.6713772525386293	56.0	not changed
ZIC1	EIF3A	eif3a.l	5.631839207986138	0.0778968172914091	139.5	not changed
ZIC1	EIF3A	eif3a.s	5.631839207986138	-0.2746700638372871	1057.5	not changed
ZIC1	COX6B1	cox6b1.l	5.582991844072058	0.0541368344318807	23.0	not changed
ZIC1	COX6B1	cox6b1.s	5.582991844072058	-0.731709868714711	54.5	not changed
ZIC1	C19ORF53		5.569705579738954			
ZIC1	TET3	tet3.s	5.540781670277743	-0.2110972423237914	63.5	not changed
ZIC1	TET3	tet3.l	5.540781670277743	-0.4150374992788438	81.0	not changed
ZIC1	CYCS	cycs.l	5.536581071586483	0.4921248859459831	455.5	not changed
ZIC1	CYCS	cycs.s	5.536581071586483	-0.1645884346313303	505.5	not changed
ZIC1	UBA52		5.521662129298746			
ZIC1	LMNB1		5.489245487917448			
ZIC1	PPRC1		5.486511523674484			
ZIC1	PPP2R2A		5.451270018972903			
ZIC1	IRF6	irf6.l	5.38033494469884	-1.061672110790289	180.5	not changed
ZIC1	IRF6	irf6.s	5.38033494469884	-1.8291154407964147	1440.0	decreased
ZIC1	CCT4	cct4.l	5.376202686238383	0.8746261801383732	348.0	not changed
ZIC1	CCT4	cct4.s	5.376202686238383	-0.5552589065133731	752.5	not changed
ZIC1	DONSON	donson.l	5.365479475019575	-0.4574124510006452	194.0	not changed
ZIC1	SPINT1		5.357103841861599			
ZIC1	MTHFD1		5.327345385744446			
ZIC1	AMD1	amd1.l	5.294677297235196	-0.2575936889862799	389.5	not changed
ZIC1	AMD1	amd1.s	5.294677297235196	0.5476101021636168	716.5	not changed
ZIC1	HINT1	hint1.l	5.284450960853317	-1.040641984497346	37.0	not changed
ZIC1	HINT1	hint1.s	5.284450960853317	-0.0585946539108482	8.0	not changed
ZIC1	APLP2		5.273707838145684			
ZIC1	NIFK	nifk.s	5.268937936871721	-0.0837821203303146	225.0	not changed
ZIC1	PABPN1		5.260752766189892			
ZIC1	FERMT2		5.219397143708084			
ZIC1	GPD1		5.169353911910545			
ZIC1	EMP3	emp3.s	5.167109113611192	3.906890595608519	7.0	not changed
ZIC1	EMP3	emp3.l	5.167109113611192	3.321928094887362	9.0	not changed
ZIC1	MPHOSPH6	mphosph6.s	5.14690133600866	-0.5345213766984114	291.5	not changed
ZIC1	MPHOSPH6	mphosph6.l	5.14690133600866	0.4299878407448154	162.5	not changed
ZIC1	PCDHGC5		5.145784153959407			
ZIC1	NIPBL		5.137289180385639			
ZIC1	MARCKS	marcks.l	5.1329356290459405	-0.7658705822614997	2654.5	decreased
ZIC1	MARCKS	marcks.s	5.1329356290459405	-0.5959759124103255	3348.5	decreased
ZIC1	ZNF593		5.131924158287854			
ZIC1	WNT11	wnt11.l	5.102357575223015	-0.6756492428457819	44.5	not changed
ZIC1	WNT11	wnt11.s	5.102357575223015	0.8149681061674793	41.0	not changed
ZIC1	ELAVL3		5.100854453697479			
ZIC1	MKL2		5.088645118132142			
ZIC1	HNRNPUL2	hnrnpul2.s	5.069734949126147	-0.1520030934450499	543.5	not changed
ZIC1	HNRNPUL2	hnrnpul2.l	5.069734949126147	-0.0515793035625721	94.0	not changed
ZIC1	UBN2	ubn2.l	5.010264379424297	-0.379078131845769	412.0	not changed
ZIC1	UBN2	ubn2.s	5.010264379424297	-0.4912559059724393	250.5	not changed
ZIC1	SLC25A17	slc25a17.l	4.979577057377839	-1.2108710772354816	1771.0	decreased
ZIC1	SLC25A17	slc25a17.s	4.979577057377839	-0.0629142073292513	11.5	not changed
ZIC1	RSL24D1		4.976059385790872			
ZIC1	KIF23		4.975006707004244			
ZIC1	SUPT5H	supt5h.s	4.91419747401663	-0.183853093593457	302.0	not changed
ZIC1	SLIT2	slit2.l	4.882288223201614	0.873073186466266	234.5	not changed
ZIC1	SLIT2	slit2.s	4.882288223201614	1.359895945086383	47.0	not changed
ZIC1	TFAP2B	tfap2b.l	4.8234361863722	1.4141355329844512	333.0	not changed
ZIC1	TFAP2B	tfap2b.s	4.8234361863722	1.1176687643108885	296.0	not changed
ZIC1	GTSF1		4.810082215794075			
ZIC1	BTF3	btf3.l	4.770690108970555	0.0513348980306184	91.5	not changed
ZIC1	BTF3	btf3.s	4.770690108970555	-0.5395794675740715	786.0	not changed
ZIC1	TMEM209	tmem209.l	4.736954394449543	-0.3499783853483162	254.5	not changed
ZIC1	TMEM209	tmem209.s	4.736954394449543	0.2617053453612739	54.0	not changed
ZIC1	PSMB6		4.722851589678095			
ZIC1	FBL	fbl.l	4.711514209308	-0.3725994711060243	2297.5	not changed
ZIC1	FBL	fbl.s	4.711514209308	0.0523122850168716	208.5	not changed
ZIC1	ACTL6A		4.690421322806637			
ZIC1	NOP16	nop16.l	4.685228422621142	-0.0938719812485317	75.5	not changed
ZIC1	NOP16	nop16.s	4.685228422621142	-0.6522771474523472	748.0	not changed
ZIC1	TCIM		4.684567943782165			
ZIC1	TCOF1		4.65361369043667			
ZIC1	SNCAIP	sncaip.s	4.638960609098692	-0.5525410230287788	7.0	not changed
ZIC1	SNCAIP	sncaip.l	4.638960609098692	-2.53051471669878	21.5	not changed
ZIC1	TCF7L1	tcf7l1.l	4.589834274131558	-0.7933616499781043	108.5	not changed
ZIC1	TCF7L1	tcf7l1.s	4.589834274131558	-0.799302649762871	85.5	not changed
ZIC1	PRPF8		4.588748093919367			
ZIC1	NR6A1	nr6a1.l	4.580726115421753	-0.3269932639635459	3009.0	not changed
ZIC1	NR6A1	nr6a1.s	4.580726115421753	-0.6679822185503372	2144.0	decreased
ZIC1	MKI67		4.579377776889192			
ZIC1	SRFBP1		4.559645331384538			
ZIC1	IMPDH2	impdh2.l	4.529452582025171	-0.7221378136431315	1601.0	decreased
ZIC1	IMPDH2	impdh2.s	4.529452582025171	0.082924710705999	123.0	not changed
ZIC1	NPM1		4.526065744897528			
ZIC1	CCDC43	ccdc43.s	4.5122635360462455	-0.3907015146675898	86.0	not changed
ZIC1	CCDC43	ccdc43.l	4.5122635360462455	-0.5680391976846878	165.5	not changed
ZIC1	ATIC	atic.s	4.5065382823900615	0.422580261496107	105.5	not changed
ZIC1	ATIC	atic.l	4.5065382823900615	0.1449786443120814	18.5	not changed
ZIC1	RBMX		4.494944663059345			
ZIC1	ARHGAP32		4.468779049975515			
ZIC1	NGDN	ngdn.l	4.468492402882694	-0.6418299323617406	511.0	not changed
ZIC1	NDUFAF4	ndufaf4.l	4.464863254515159	-0.3022493693865481	101.5	not changed
ZIC1	ZNRD1		4.461214031175137			
ZIC1	WWC3	wwc3.l	4.457529804794925	1.0815298854965985	48.0	not changed
ZIC1	WWC3	wwc3.s	4.457529804794925	2.1255308820838588	37.0	not changed
ZIC1	CREB1		4.400639602488531			
ZIC1	CELSR2	celsr2.l	4.3536493013196855	-1.0773390779353296	1461.5	decreased
ZIC1	CELSR2	celsr2.s	4.3536493013196855	-0.8465037143394392	943.0	not changed
ZIC1	POLR2D	polr2d.l	4.336698347920894	-0.0650950282218848	42.0	not changed
ZIC1	SERPINF2	serpinf2.s	4.3355036021027145	1.0	0.5	not changed
ZIC1	SERPINF2	serpinf2.l	4.3355036021027145	-2.095599890688678	340.5	decreased
ZIC1	DDX17	ddx17.l	4.305634649590608	-0.5726542416836213	401.5	not changed
ZIC1	SH3PXD2A	sh3pxd2a.l	4.280540314203865	-0.2192518223071319	124.0	not changed
ZIC1	SH3PXD2A	sh3pxd2a.s	4.280540314203865	-0.5224837891725989	190.5	not changed
ZIC1	ATP5F1D		4.280281080467028			
ZIC1	MAP7D1		4.253765174243234			
ZIC1	PHF5A	phf5a.l	4.245816159379952	-0.479133709052612	362.0	not changed
ZIC1	PHF5A	phf5a.s	4.245816159379952	-0.8895630195491073	538.0	not changed
ZIC1	DSP	dsp.l	4.238076395038752	-0.2418573878670578	679.5	not changed
ZIC1	DSP	dsp.s	4.238076395038752	-0.5064860345157973	782.5	not changed
ZIC1	MAPK11	mapk11.s	4.228906189584113	-1.6918319040681031	836.5	decreased
ZIC1	MAPK11	mapk11.l	4.228906189584113	-1.0886795456934706	982.0	decreased
ZIC1	SS18	ss18.l	4.222809880708079	-0.2021348839358906	216.5	not changed
ZIC1	SS18	ss18.s	4.222809880708079	-0.1839299422543513	357.0	not changed
ZIC1	GPATCH4	gpatch4.l	4.163617043503777	-0.474309302616031	297.0	not changed
ZIC1	GPATCH4	gpatch4.s	4.163617043503777	0.0791438847197366	7.5	not changed
ZIC1	DUT		4.110837650723835			
ZIC1	RCOR1	rcor1.l	4.1036039337811365	-0.949211890085824	518.0	not changed
ZIC1	RCOR1	rcor1.s	4.1036039337811365	-0.2093416370681281	109.0	not changed
ZIC1	TXN	txn.l	4.10002689793667	3.1497471195046822	63.0	increased
ZIC1	SSBP1		4.093179998756615			
ZIC1	INKA1		4.090284259059716			
ZIC1	PPIA		4.081396432972025			
ZIC1	BTG1	btg1.s	4.045602212568246	-0.8250236811206264	2683.5	decreased
ZIC1	BTG1	btg1.l	4.045602212568246	-1.112685844938419	6106.5	decreased
ZIC1	TK1	tk1.l	4.0452868419513255	-0.7375334725600327	339.0	not changed
ZIC1	DDX21	ddx21.s	4.040271300544349	-0.6292315992133314	3091.0	decreased
ZIC1	SNRNP40	snrnp40.l	4.00706979407689	-0.4446944430823871	999.5	not changed
ZIC1	SNRNP40	snrnp40.s	4.00706979407689	-0.7479866288083781	1205.0	decreased
ZIC1	RBM8A		3.992758898797588			
ZIC1	EIF3F		3.985550003542966			
ZIC1	EIF4A3		3.978307484148776			
ZIC1	FBN2		3.957140727669918			
ZIC1	ITGA4	itga4.l	3.946456515913874	1.807354922057604	45.0	not changed
ZIC1	ITGA4	itga4.s	3.946456515913874	2.5360529002402097	24.0	not changed
ZIC1	SRSF6	srsf6.s	3.942558387187925	-0.7765979714183867	3822.5	decreased
ZIC1	TACSTD2		3.930528693407816			
ZIC1	ETF1	etf1.s	3.913468998641265	-1.2971762861256284	7351.5	decreased
ZIC1	PA2G4	pa2g4.l	3.906113904791215	-1.5113043904036978	1983.0	decreased
ZIC1	PA2G4	pa2g4.s	3.906113904791215	-0.9905520615785884	945.0	not changed
ZIC1	LDB1	ldb1.l	3.900259272261973	-0.6968252541930601	1183.5	decreased
ZIC1	LDB1	ldb1.s	3.900259272261973	-1.0435203533652715	1620.0	decreased
ZIC1	LHX5	lhx5.l	3.876152975306556	-1.3065907718205336	320.5	not changed
ZIC1	LHX5	lhx5.s	3.876152975306556	-3.722466024471091	213.5	decreased
ZIC1	FBP1	fbp1.l	3.868009463425724	-0.2889287301290209	75.5	not changed
ZIC1	FBP1	fbp1.s	3.868009463425724	0.2208838721918337	147.0	not changed
ZIC1	YLPM1	ylpm1.l	3.864530074758349	0.3235801410463842	592.5	not changed
ZIC1	DDRGK1		3.862732576213518			
ZIC1	MED20	med20.s	3.861046143938789	-0.0212477337040393	20.0	not changed
ZIC1	SF3A3		3.8597262141649686			
ZIC1	OLFML2A	olfml2a.l	3.850754842842306	-0.8744691179161412	2.5	not changed
ZIC1	OLFML2A	olfml2a.s	3.850754842842306	-0.5849625007211563	0.5	not changed
ZIC1	ELOB		3.8364012872005935			
ZIC1	SLC29A2		3.828961098823716			
